x,v2,effectivemortgagerateuk,nominalhousepricescot,realhousepricescot,housingstockcompletionsscot,overallresidentialloanstoindivid,valueofresidentialpropertysaless,impliedgdpdeflator,gdhi,dwellings,ltv,q1,q2,q3,dfc,dlbtt,i2,credrat,capgain,realdi,trend,date,l_EMR,l_NomHP,l_RealHP,l_HouseStock,l_TotLoanVal,l_HouseVal,l_Dwellings,l_CredRat,l_CapGain,l_RealDI,l_ltv,l_GDHI,l_capgain,l_i2,dl_EMR,dl_NomHP,dl_RealHP,dl_HouseStock,dl_TotLoanVal,dl_HouseVal,dl_Dwellings,dl_CredRat,dl_CapGain,dl_RealDI,dl_ltv,dl_GDHI,dl_i2,l_TotLoanVal_sa,dl_TotLoanVal_sa
2015,3,0.0286333,139050.8,148144.1,0.0006386,1281953,2.16E+08,93.8618,24419,0.0006386,0.0059375,0,0,1,0,1,0.0457611,36.19781,0.0511539,26015.91,71,2015q3,-3.553184,11.84259,11.90594,-7.356306,14.0639,19.19037,-7.356306,3.588999,-2.972917,10.16646,-5.126472,10.10312,-2.972917,-3.084321,-0.0011635,0.0367775,0.0404396,-0.0008535,0.0078278,0.0374088,-0.0008535,-0.0100367,0.0447657,0.0191803,-0.0295811,0.0155182,-0.0067532,14.06466,0.0116348
2015,4,0.0276667,137660.1,147061.9,0.0006378,1291409,2.14E+08,93.6069,24536,0.0006378,0.0060398,0,0,0,0,1,0.0448457,35.76,0.0579562,26211.74,72,2015q4,-3.587527,11.83254,11.89861,-7.357556,14.07124,19.18063,-7.357556,3.57683,-2.848067,10.17396,-5.109387,10.1079,-2.848067,-3.104527,-0.0343432,-0.0100517,-0.0073318,-0.0012503,0.007349,-0.0097351,-0.0012503,-0.0121686,0.1248498,0.0074987,0.0170851,0.0047798,-0.0202067,14.06829,0.0036306
2016,1,0.0270333,136790,144325,0.0006367,1304565,2.12E+08,94.7792,24597,0.0006367,0.0061401,1,0,0,0,1,0.0442258,35.25746,0.0607015,25951.9,73,2016q1,-3.610685,11.8262,11.87982,-7.359201,14.08138,19.17429,-7.359201,3.562677,-2.801788,10.164,-5.092912,10.11038,-2.801788,-3.118446,-0.0231576,-0.00634,-0.0187864,-0.0016446,0.0101357,-0.00634,-0.0016446,-0.0141528,0.0462794,-0.009963,0.0164752,0.0024834,-0.0139186,14.07551,0.0072155
2016,2,0.0263,136446.2,142959.6,0.0006364,1316183,2.12E+08,95.4439,24757,0.0006364,0.0062028,0,1,0,0,1,0.0435362,34.64206,0.0336408,25938.8,74,2016q2,-3.638186,11.82369,11.87032,-7.359727,14.09025,19.173,-7.359727,3.545069,-3.392015,10.1635,-5.082758,10.11686,-3.392015,-3.134162,-0.0275018,-0.0025167,-0.0095053,-0.0005264,0.0088663,-0.0012875,-0.0005264,-0.0176086,-0.5902274,-0.0005045,0.0101538,0.0064831,-0.0157158,14.09332,0.0178099
2016,3,0.0241333,142294.1,148504.9,0.0006367,1330850,2.22E+08,95.8178,24606,0.0006367,0.0059994,0,0,1,0,1,0.0411522,33.92508,0.0283715,25679.99,75,2016q3,-3.724161,11.86565,11.90837,-7.35914,14.10133,19.21742,-7.35914,3.524154,-3.562371,10.15347,-5.116094,10.11075,-3.562371,-3.190477,-0.0859749,0.0419655,0.0380554,0.0005875,0.0110826,0.0444183,0.0005875,-0.0209141,-0.1703563,-0.0100279,-0.0333357,-0.0061178,-0.0563157,14.10316,0.0098352
2016,4,0.0226,139631.3,144683.5,0.0006378,1337820,2.18E+08,96.5081,24772,0.0006378,0.0061233,0,0,0,0,1,0.0398909,33.11803,0.019394,25668.31,76,2016q4,-3.789805,11.84676,11.8823,-7.357445,14.10655,19.2022,-7.357445,3.500078,-3.94279,10.15301,-5.095647,10.11747,-3.94279,-3.221608,-0.065644,-0.0188904,-0.0260687,0.0016947,0.0052233,-0.0152245,0.0016947,-0.0240765,-0.3804188,-0.0004549,0.0204468,0.0067234,-0.0311308,14.10856,0.0054035
2017,1,0.0219,138356.1,142253,0.0006396,1352773,2.18E+08,97.2606,24856,0.0006396,0.0062185,1,0,0,0,1,0.0394545,32.37837,0.0135018,25556.08,77,2017q1,-3.821269,11.83759,11.86536,-7.35466,14.11767,19.19789,-7.35466,3.477491,-4.304934,10.14863,-5.080225,10.12085,-4.304934,-3.232606,-0.0314631,-0.0091743,-0.016942,0.0027857,0.0111151,-0.0043049,0.0027857,-0.0225873,-0.362144,-0.0043812,0.0154214,0.0033855,-0.0109982,14.11084,0.0022793
2017,2,0.0203667,141091.2,144918,0.0006409,1366005,2.23E+08,97.3593,25152,0.0006409,0.0061353,0,1,0,0,1,0.0379192,31.92619,0.0178689,25834.2,78,2017q2,-3.893856,11.85716,11.88392,-7.352581,14.1274,19.2211,-7.352581,3.463427,-4.024696,10.15945,-5.093703,10.13269,-4.024696,-3.272296,-0.0725873,0.0195751,0.0185614,0.0020785,0.0097332,0.0232105,0.0020785,-0.0140638,0.2802382,0.0108232,-0.0134778,0.011838,-0.03969,14.12942,0.0185785
2017,3,0.0194333,147566.3,150756.9,0.0006418,1385452,2.33E+08,97.8836,25312,0.0006418,0.0059352,0,0,1,0,1,0.0370944,31.68717,0.0230571,25859.29,79,2017q3,-3.940766,11.90203,11.92342,-7.351202,14.14154,19.26839,-7.351202,3.455912,-3.769782,10.16043,-5.126855,10.13903,-3.769782,-3.294288,-0.0469098,0.0448713,0.0395002,0.0013785,0.0141363,0.0472889,0.0013785,-0.007515,0.2549138,0.0009708,-0.0331516,0.0063419,-0.021992,14.14083,0.0114145
2017,4,0.0205,145058.3,147294.8,0.0006423,1395882,2.30E+08,98.4816,25340,0.0006423,0.0060759,0,0,0,0,1,0.0379946,31.67181,0.0142181,25730.7,80,2017q4,-3.88733,11.88489,11.90019,-7.350516,14.14904,19.25246,-7.350516,3.455427,-4.253242,10.15544,-5.103419,10.14014,-4.253242,-3.270311,0.0534353,-0.0171423,-0.0232325,0.0006866,0.0074997,-0.0159359,0.0006866,-0.0004849,-0.4834599,-0.0049849,0.0234356,0.0011053,0.0239773,14.15079,0.0099564
2018,1,0.0199667,146889.5,148267,0.000638,1403140,2.26E+08,99.0709,25499,0.000638,0.0060912,1,0,0,0,1,0.0375015,31.63465,0.0113836,25738.13,81,2018q1,-3.913691,11.89744,11.90677,-7.35723,14.15422,19.23533,-7.35723,3.454253,-4.475584,10.15573,-5.100906,10.14639,-4.475584,-3.283374,-0.0263608,0.0125446,0.0065784,-0.0067143,0.005187,-0.0171223,-0.0067143,-0.0011737,-0.222342,0.000289,0.0025134,0.0062551,-0.013063,14.15585,0.0050611
2018,2,0.0203333,148426.7,149428.2,0.0006375,1417347,2.28E+08,99.3298,25677,0.0006375,0.0060594,0,1,0,0,1,0.0380373,31.6229,0.033476,25850.25,82,2018q2,-3.895494,11.90785,11.91457,-7.357887,14.1643,19.24448,-7.357887,3.453882,-3.396928,10.16008,-5.106144,10.15335,-3.396928,-3.269187,0.0181973,0.0104113,0.007802,-0.0006571,0.0100737,0.0091457,-0.0006571,-0.0003717,1.078656,0.0043459,-0.0052381,0.0069561,0.0141871,14.16403,0.0081787
2018,3,0.0202667,151843.2,152175.5,0.0006367,1429598,2.29E+08,99.7816,25742,0.0006367,0.0060404,0,0,1,0,1,0.0382627,31.54338,0.0363816,25798.34,83,2018q3,-3.898778,11.9306,11.93279,-7.359215,14.1729,19.25024,-7.359215,3.451364,-3.313691,10.15807,-5.109278,10.15588,-3.313691,-3.263279,-0.003284,0.0227575,0.018218,-0.001328,0.0086069,0.0057583,-0.001328,-0.0025177,0.0832367,-0.0020094,-0.0031343,0.0025282,0.0059078,14.17576,0.0117292
2018,4,0.0203,151481.2,151142.7,0.0006354,1442134,2.28E+08,100.224,25853,0.0006354,0.0060668,0,0,0,0,1,0.0382642,31.44972,0.0381302,25795.22,84,2018q4,-3.897134,11.92822,11.92598,-7.361218,14.18163,19.24565,-7.361218,3.44839,-3.266748,10.15794,-5.104932,10.16018,-3.266748,-3.26324,0.0016434,-0.002387,-0.0068102,-0.0020027,0.0087309,-0.0045891,-0.0020027,-0.0029736,0.0469427,-0.0001211,0.0043464,0.004303,0.0000391,14.17861,0.0028524
